item,group,Imprimatur,status,beforeItems,afterItems,obsolete,imprimatur
écorce de citron,2,,ambiguous,,[Pelures ; De citron] [Ecorce ; de citron] [Ecorce ; de citrons] [Ecorce de citron] [Ecorce de citrons] [Ecorces ; de citron] [Ecorces ; de citrons] [ecorce ; de citron] [ecorce de Citrons] [ecorce de citron] [ecorces de Citrons] [ecorces de citron] [Ecorce ; de citron ; épluché],no,
écorce de citron confite,2,,ambiguous,,[Ecorses de Citrons Confie] [ecorces de Citrons Confits] [Ecorces ; de citron ; confites] [Ecorce ; de citrons ; confits] [Ecorce de citrons confits] [Ecorce ; de citron ; confite],no,
écorce de citron et d'orange,2,,ambiguous,,"[Ecorces de citron et oranges] [Ecorces de citrons et d'oranges] [Ecorces de citrons, d'oranges, etc]",no,
écorce de citron et d'orange et de leurs variétés,,,new,,,no,
écorce de citron non épluché,2,,ambiguous,,[Ecorce ; de citron ; non épluché],no,
écorce de citron séchée,2,,ambiguous,,[Ecorces de citron seches],no,
écorce de gaiac,,,new,,,no,
écorce de grenade,2,,ambiguous,,[Ecorce ; de grenade] [Ecorces ; de grenades],no,
écorce de limon,,,new,,,no,
écorce de limons sec,,,new,,,no,
écorce de Magellan,,,new,,,no,
écorce de mandragore,,,new,,,no,
écorce de melis,,,new,,,no,
écorce de pin,,,new,,,no,
écorce de pin en poussière,2,,ambiguous,,[Ecorce ; en poussière ; de pin],no,
écorce de quinquina,,,new,,,no,
écorce de simaboura,,,new,,,no,
écorce de soie,2,,ambiguous,,[Ecorces ; de soye],no,
écorce de tilleul,2,,ambiguous,,[Ecorce ; de tilleul] [Ecorces ; de tilleul] [Ecorces ; de titeul] [ecorces de tilleul],no,
écorce médicinaux et feuilles médicinaux et fleurs médicinaux et fruits médicinaux et herbes médicinaux et plantes médicinaux et racines médicinaux,,,new,,,no,
écorce pour tanner,2,,ambiguous,,[Ecorces de bois pour les tanneries] [Ecorces de bois pour tan],no,
ecouette,,,new,,,no,
écran,,,existing,,,no,
écrevisse,,,existing,,,no,
écrevisse de mer,,,existing,,,no,
écrevisse de rivière,,,existing,,,no,
écrin,,,existing,,,no,
écrin peint,,,new,,,no,
ecritoire,8,,ambiguous,[Ecritoire] [Ecritoires],[Ecritoire] [Ecritoires],no,
ecritoire ; garni d'or,8,,existing,,,yes,
écritoire de chagrin,,,new,,,no,
écritoire de maroquin,,,new,,,no,
ecritoire garni d'or,8,,ambiguous,,[Ecritoire ; garnie d'or],no,
ecru de cerise,???,,ambiguous,,[Ecru ; de cerises],no,
écuelle ; de terre,8,,existing,,,yes,
écuelle ; de vermillon,8,,existing,,,yes,
écuelle de terre,8,,ambiguous,,[écuelles de Terre],no,
écuelle de vermillon,8,,ambiguous,,[Ecuelles de vermillon],no,
écume de verre,,,new,,,no,
écumoires à sucre,,,new,,,no,
écus à palmes,,,new,,,no,
effet à déménager,,,new,,,no,
effets de troupes,,,new,,,no,
effilé ; de fil,6d,,existing,,,yes,
effilé ; de soie,6f,,existing,,,yes,
effilé de fil,6d,,ambiguous,,[Effilé ; de fil] [Effilé de fil] [Effilé or fil] [Efilé ; de fil] [Effile de fil],no,
effilé de soie,6f,,ambiguous,,[Effilé ; de soye],no,
efforce à tondre,,,existing,,,no,
églefin séché,,,new,,,no,
egoutals,,,new,,,no,
egoutals de bois,,,new,,,no,
égouttoir,,,existing,,,no,
égouttoir à fondre,???,,ambiguous,,[...gouttoir à Fondre],no,
égouttoirs de bois,,,new,,,no,
eguille a boite,6,,existing,,,yes,
elbot,,,existing,,,no,
elbot salé,,,new,,,no,
elebor,5,,existing,,,yes,
elebor ; blanc,2,,existing,,,yes,
elegias,???,,ambiguous,[Elegias],[Elegias],no,
elixir,5,,ambiguous,[Elexir] [Elexis] [Elexiv] [Elezir] [Elixir] [Eléxir] [elixir],[Elexir] [Elexis] [Elexiv] [Elezir] [Elixir] [Eléxir] [elixir],no,
élixir de garus,,,new,,,no,
élixir purgatif,,,new,,,no,
ellébore,,,new,,,no,
ellébore blanc,,,new,,,no,
élocs de fer,6,,ambiguous,,[Fer ; en élocs],no,
émail,6,,ambiguous,[Email] [Ernail] [email],[Email] [email],no,
émail brut,,,new,,,no,
embarcation ; avec agrès,7,,existing,,,yes,
embarcation avec agrès,7,,ambiguous,,[Embarcations avec agrès] [Embarcations et agrés],no,
embarcation et autre objet de marine,7,,ambiguous,[Embarcations et autres objets de marine],[Embarcations et autres objets de marine],no,
émeri,???,,ambiguous,,[Emerif] [Emery] [Ennery] [emercy] [emeril] [emery],no,
émeri en poudre,,,new,,,no,
emery en pierre,???,,ambiguous,,[Emery ; en pierre] [Emery en pierre],no,
empeigne,6,,existing,,,yes,
empeigne ; de soulier,6,,existing,,,yes,
empeigne brodée pour soulier,,,new,,,no,
empeigne de soulier,6,,ambiguous,,[Empeigne ; de foulliers] [Empeigne de soulliers] [Empeignes ; de soulier] [Empeignes ; de souliers] [Empeignes de souliers],no,
empeigne de toille,,,new,,,no,
empeigne et talon de cuir coupé,,,existing,,,no,
empeigne peinte pour soulier,,,new,,,no,
empeignes,6,,ambiguous,,[Empeigne] [Empeignes],no,
empeignes coupées pour empeignes,,,new,,,no,
empeignes de souliers brodés,,,new,,,no,
empeignes de souliers imprimées,,,new,,,no,
en bâtiments de mer,7,,ambiguous,,[En bâtimens de mer],no,
en rhubarbe composée,,,new,,,no,
encens,5,,ambiguous,[Encens] [Encense] [Encent] [Ences] [encens] [Encens ; commun] [Encens commun],[Encens] [Encense] [Encent] [Ences] [encens] [Drogueries ; odorantes ; en encens] [Drogueries ; odorantes ; encens] [Drogues ; Odorantes ; Ecens] [Drogues ; Odorantes ; Encens] [Drogues ; odorantes ; encens] [Drogues; Odorantes; Encens] [Droges; Odorantes; Encens],no,
encens commun,2,,ambiguous,,[Encens ; commun] [Encens commun],no,
encens des Indes,,,new,,,no,
encens en grabeau,,,new,,,no,
encens en poudre,,,new,,,no,
encens en poussière,,,new,,,no,
encens et savon,,,existing,,,no,
enclume de fer,6j,,ambiguous,,[Fer ; en enchmes] [Fer ; en enclume] [Fer ; en enclumes] [Fer en Enclumes] [Fer en anclumes] [Fer en enclume] [Fer en enclumes] [fer en Enclumes] [fer en anclumes] [fer en enclumes],no,
enclume de fer et étaux de fer,6j,,ambiguous,,[Fer ; en enclumes et etaux],no,
enclumes de fer,6j,,new,,,no,
encoignement,,,new,,,no,
encoignures,,,new,,,no,
encoignures de bois vernissé,,,new,,,no,
encre,???,,ambiguous,[Encre],[Encre],no,
encre ; à écrire,8,,existing,,,yes,
encre ; d'imprimerie,5,,existing,,,yes,
encre ; de la chine,8,,existing,,,yes,
encre ; rouge,8,,existing,,,yes,
encre à écrire,8,,ambiguous,,[Encre ; à écrire] [Encre à ecrire] [Encre à écrire] [encre a écrire] [Encre a ecrire],no,
encre à écrire et à imprimer,???,,ambiguous,,[Encre à écrire et à imprimer],no,
encre à imprimer,,,new,,,no,
encre commune,,,new,,,no,
encre d'imprimerie,5,,ambiguous,,[Encre ; d'imprimerie] [encre pour imprimeur] [Encre d'imprimerie],no,
encre de la chine,8,,ambiguous,,[Encre ; de la Chine] [Encre ; de la chine] [Encre de la chine] [encre de la Chine] [Encre de la Chine],no,
encre de la petite vertu,,,new,,,no,
encre rouge,5,,ambiguous,,[Emire Rouge] [Encre ; rouge] [Encre Rouge] [Encre rouge],no,
encrin,,,new,,,no,
endive,,,existing,,,no,
engrais,5,,ambiguous,[Engrais] [Engrais ; ?] [Engrais ; en colombine] [Engrais ; en court ; fumier] [Engrais ; en fourelle] [Engrais ; en fumier ; de rue] [Engrais ; en pourette],[Engrais] [Engrais ; ?] [Engrais ; en colombine] [Engrais ; en court ; fumier] [Engrais ; en fourelle] [Engrais ; en fumier ; de rue] [Engrais ; en pourette] [Engrais ; en colombien],no,
engrais ; divers,5,,existing,,,yes,
engrais ; gru,5,,existing,,,yes,
engrais colombine,,,new,,,no,
engrais divers,5,,ambiguous,,[Engrais ; divers],no,
engrais gru,5,,ambiguous,,[Engrais ; gru],no,
entenolle,???,,ambiguous,[Entenolles],[Entenolles],no,
épagnolette simple,,,new,,,no,
épar,6,,existing,,,yes,
épar ; de sapin,6,,existing,,,yes,
epars ; petit,6,,existing,,,yes,
epars ; simple,6,,existing,,,yes,
épart,6,,existing,,,yes,
épart ; bris,6,,existing,,,yes,
épart ; de nitriol,6,,existing,,,yes,
épart ; double,6,,existing,,,yes,
épart ; simple,6,,existing,,,yes,
épaulettes,,,new,,,no,
épaulettes d'argent,,,new,,,no,
épeautre,,,new,,,no,
épeautre en gerbes,,,new,,,no,
épée,8,,ambiguous,,[Armes ; blanches ; épées] [épées] [Epées],no,
épée ; d'argent,8,,existing,,,yes,
épée ; d'argent et de cuivre,8,,existing,,,yes,
épée ; de cuivre,8,,existing,,,yes,
épée à garde d'argent,,,new,,,no,
épée à garde de cuivre doré,8,,new,,,no,
épée argentée,,,new,,,no,
épée d'acier,8,,new,,,no,
épée d'argent,8,,ambiguous,,[Epée ; d'argent] [Epée d'argent] [Epées ; d'argent] [Epées d'argent] [epées d'argent] [Armes ; blanches ; épées ; d'argent] [Epées dargent],no,
épée d'argent et de cuivre,8,,ambiguous,,[Epées ; d'argent et de cuivre],no,
épée d'argent et de cuivre doré,8,,new,,,no,
épée de cuivre,8,,ambiguous,,[Epées ; de cuivre] [Epées de cuivre],no,
épée de cuivre doré,8,,new,,,no,
épée masquinée,,,new,,,no,
épée montée en acier,8,,new,,,no,
épée montée en argent,,,new,,,no,
éperons,,,new,,,no,
éperons et étriers,,,new,,,no,
épice,0b,,ambiguous,,[...pice],no,
epice de curon,0b,,existing,,,yes,
épice de Curons,0b,,ambiguous,,[...pice de Curons] [Espice de curons],no,
épicerie,9b,,ambiguous,[Quatre-épices/toute-épice] [...pice] [Epicerie] [Epicerie ; diverse] [Epicerie ; diverses] [Epiceries] [Epiterie] [Espicerie] [epicerie] [épicerie],[Epiceries réunies] [Epiceries mélées] [Epiceries mêlées] [Epicerie diverse] [Epiceries ; diverses] [Epiceries diverses] [Epicerie] [Epicerie ; diverse] [Epicerie ; diverses] [Epiceries] [Espicerie] [epicerie] [épicerie] [Épicerie diverse] [3///Subsistances///Epiceries Diverses] [Epicerie mêlée] [Epicerie diverses] [Epicerie ; divers] [3///Subsistances///Epiceries] [3///Subsistances///Eiceries diverses] [3///Subsistances///Epiceries diverses] [Epicerie divers] [Epiceries; Diverses] [Epicerie; Diverse],no,
épicerie ; cannelle,0b,,existing,,,yes,
épicerie ; cannelle ; commune,0b,,existing,,,yes,
épicerie ; cannelle ; fleur de,0b,,existing,,,yes,
épicerie ; cannelle ; gerofflée,0b,,existing,,,yes,
epicerie ; chocolat,0b,,existing,,,yes,
epicerie ; diverse,9b,,existing,,,yes,
épicerie ; diverse,0b,,existing,,,yes,
épicerie ; douce,9b,,existing,,,yes,
epicerie ; fine,9b,,existing,,,yes,
épicerie ; gingembre,0b,,existing,,,yes,
épicerie ; gingembre ; cru,0b,,existing,,,yes,
épicerie ; gingembre ; sec,0b,,existing,,,yes,
épicerie ; girofle,0b,,existing,,,yes,
epicerie ; huile ; d'olive,4,,existing,,,yes,
epicerie ; huile ; de lin et de graine,4,,existing,,,yes,
epicerie ; huile ; de noix,4,,existing,,,yes,
epicerie ; huile ; de poisson,4,,existing,,,yes,
épicerie ; macis,0b,,existing,,,yes,
épicerie ; mêlée,9b,,existing,,,yes,
épicerie ; muscade,0b,,existing,,,yes,
épicerie ; muscade ; essence,0b,,existing,,,yes,
épicerie ; muscade ; fleur,0b,,existing,,,yes,
épicerie ; muscade ; noix,0b,,existing,,,yes,
épicerie ; muscade et poivre,0b,,existing,,,yes,
épicerie ; piment,0b,,existing,,,yes,
épicerie ; poivre,0b,,existing,,,yes,
épicerie ; poivre ; blanc,0b,,existing,,,yes,
épicerie ; poivre ; en grain,0b,,existing,,,yes,
épicerie ; poivre ; long,0b,,existing,,,yes,
épicerie ; poivre ; noir,0b,,existing,,,yes,
épicerie ; poivre en grabeau,0b,,existing,,,yes,
épicerie ; poivre giroflé,0b,,existing,,,yes,
épicerie ; poivre piment,0b,,existing,,,yes,
épicerie ; sucre ; en pain,0b,,existing,,,yes,
épicerie commune,,,new,,,no,
épicerie douce,9b,,ambiguous,,[...pice Douce] [Epicerie Douce] [Epicerie douce],no,
épicerie gingembre en conserve,,,new,,,no,
épicerie gingembre sec,0b,,ambiguous,,[Gingembre ; sec] [Gingembre sec],no,
épicerie muscade essence,0b,,ambiguous,,[Essence ; de muscades],no,
épicerie muscade feuille et noix,,,new,,,no,
épicerie poivre,0b,,ambiguous,,[Poivre] [Poivre ; poivre] [Poivres] [Proivre] [poivre],no,
épicerie poivre blanc,0b,,ambiguous,,[Poivre ; blanc] [Poivre blanc] [poivre blanc],no,
épicerie poivre en grabeau,0b,,ambiguous,,[Grabeau ; de poivre] [Grabeau de poivre] [grabeau de poivre],no,
epinelle,8,,ambiguous,,[Epinelle],no,
épines à planter,,,new,,,no,
épinettes,,,new,,,no,
épingle,8,,existing,,,yes,
épingle ; de laiton,8,,existing,,,yes,
épingle commune,,,new,,,no,
épingle de laiton,8,,ambiguous,,[Epingles ; de laiton],no,
épingle en cuivre,6j,,new,,,no,
épingles,8,,ambiguous,,[Epingle] [Epingler] [Epingles] [epingles] [Bijouterie ; en épingles],no,
épingoles,,,new,,,no,
epiterie,0b,,ambiguous,,[Epiterie],no,
éponge,2,,existing,,,yes,
éponge ; commune,2,,existing,,,yes,
éponge ; commune et fine,2,,existing,,,yes,
éponge commune et fine,2,,ambiguous,,[Eponges fines et communes],no,
éponges,2,,ambiguous,,[Eponge] [Eponges] [eponge] [eponges] [éponge] [éponges],no,
éponges communes,2,,ambiguous,,[Eponge ; commune] [Eponges ; communes] [eponges communes] [Eponges ; commune],no,
éponges et tournesol,,,new,,,no,
éponges fines,,,new,,,no,
épousterie,???,,ambiguous,[Eposterie] [Epouse Terre] [Epousseterie] [Epoussèteriez] [Epoustaries] [Epousterie] [Epousteries] [Epouterie] [epoupetterie] [epouseterie] [epousetetrie] [epousetrie] [epousetterie] [epousterie] [épousterie],[Eposterie] [Epouse Terre] [Epousseterie] [Epoussèteriez] [Epoustaries] [Epousterie] [Epousteries] [Epouterie] [epoupetterie] [epouseterie] [epousetetrie] [epousetrie] [epousetterie] [epousterie] [épousterie],no,
eprouvette ; de cuivre,6j,,existing,,,yes,
eprouvette de cuivre,6j,,ambiguous,,[Eprouvette de Cuivre],no,
equeurs,???,,ambiguous,[Equeurs],[Equeurs],no,
equine,???,,ambiguous,[Equine],[Equine],no,
equipement militaire,,,existing,,,no,
ergot ; de bœuf,2,,existing,,,yes,
ergots de bœuf,2,,ambiguous,,[Ergot ; de beuf] [Ergots ; de beuf] [Ergots ; de bœuf] [Ergots de beuf] [Ergots ; d'Elbeuf],no,
ergots de caret,,,new,,,no,
érnail,6,,ambiguous,,[Ernail],no,
escabelles,,,new,,,no,
escabille,3,,existing,,,yes,
escabilles,,,new,,,no,
escamite,6g,,existing,,,yes,
escamitte,6g,,ambiguous,,[Escamite] [Escamitte] [Escamittes] [escamitte] [escauritte] [Escamille],no,
escarasse,???,,ambiguous,[Escarasse] [Escarasser] [Escarasses],[Escarasse] [Escarasser] [Escarasses],no,
escarbille,,,existing,,,no,
escargot,0a,,ambiguous,[Escargots],[Escargots],no,
escargots et crekels,,,new,,,no,
escarpins,,,new,,,no,
escarpins de chambre,,,new,,,no,
escayolle,2,,ambiguous,[Escayelles] [Escayolle] [Escayolles] [Escayotte] [Escayottes] [Espayolles] [escayolle] [escayolles],[Escayelles] [Escayolle] [Escayolles] [Escayotte] [Escayottes] [Espayolles] [escayolle] [escayolles],no,
esclephins,,,existing,,,no,
esclephins salé,,,new,,,no,
esco,???,,ambiguous,[Esco],[Esco],no,
escope,6,,ambiguous,[Escope] [Escopes],[Escope] [Escopes],no,
escortine,???,,ambiguous,[Escortines] [Escortins],[Escortines] [Escortins],no,
escosses,,,new,,,no,
escot ; de fer,6j,,existing,,,yes,
escot de fer,6j,,ambiguous,,[Escots ; de fer],no,
espadon,,,existing,,,no,
espadrille,8,,ambiguous,[Espardilles],[Espardilles],no,
espagnolette,6e,,ambiguous,,[Drap ; draperie ; espagnolette] [Drap ; draperie ; espagolette],no,
espagnolette à fleurs,,,new,,,no,
espagnolette croisée,,,new,,,no,
espagnolette de laine,6e,,new,,,no,
espagnolette des prises,,,new,,,no,
espagnolette simple,,,new,,,no,
espars,6,,ambiguous,,[...pars] [...parts] [Epar] [Epards] [Epare] [Eparn] [Epars] [Eparts] [Eppars] [Espard] [Espares] [eparde] [epards] [epars] [espars] [Espart] [Esparsts] [Esparts] [Espars],no,
espars de 10 à 15 pieds,,,new,,,no,
espars de 10 pieds,,,new,,,no,
espars de 12 à 15 pieds,,,new,,,no,
espars de 14 à 16 pieds,,,new,,,no,
espars de 14 pieds,,,new,,,no,
espars de 15 à 20 pieds,,,new,,,no,
espars de 18 à 20 pieds,,,new,,,no,
espars de 18 à 36 pieds,,,new,,,no,
espars de 18 pieds,,,new,,,no,
espars de 20 à 22 pieds,,,new,,,no,
espars de 20 à 25 pieds,,,new,,,no,
espars de 20 à 26 pieds,,,new,,,no,
espars de 20 à 30 pieds,,,new,,,no,
espars de 20 pieds,,,new,,,no,
espars de 24 à 36 pieds,,,new,,,no,
espars de 25 à 26 pieds,,,new,,,no,
espars de 25 à 30 pieds,,,new,,,no,
espars de 26 à 28 pieds,,,new,,,no,
espars de 26 pieds,,,new,,,no,
espars de 27 pieds,,,new,,,no,
espars de 28 à 30 pieds,6,,ambiguous,,[Epars ; de 28 a 30 piés],no,
espars de 28 à 36 pieds,,,new,,,no,
espars de 28 pieds,,,new,,,no,
espars de 30 à 40 pieds,,,new,,,no,
espars de 30 pieds,,,new,,,no,
espars de 35 à 46,,,new,,,no,
espars de 35 pieds,,,new,,,no,
espars de 40 à 45 pieds,,,new,,,no,
espars de 40 à 50 pieds,,,new,,,no,
espars de 40 pieds,,,new,,,no,
espars de 45 pieds,,,new,,,no,
espars de 55 pieds,,,new,,,no,
espars de 6 à 8 pouces,,,new,,,no,
espars de 8 à 9 pieds,,,new,,,no,
espars de différente longueur,,,new,,,no,
espars de nitriol,,,new,,,no,
espars de sapin,,,new,,,no,
espars de sapin de 15 pieds,,,new,,,no,
espars de sapin de 18 pieds,,,new,,,no,
espars de sapin de 20 pieds,,,new,,,no,
espars de sapin de 25 pieds,,,new,,,no,
espars de sapin de 30 pieds,,,new,,,no,
espars de sapin de 45 pieds,,,new,,,no,
espars divers,,,new,,,no,
espars doubles,,,new,,,no,
espars marmoyées en argent,,,new,,,no,
espars ordinaires,,,new,,,no,
espars petit,,,new,,,no,
espars petits,,,new,,,no,
espars simple,6,,ambiguous,,[Epars simple],no,
espars simples,,,new,,,no,
espèce monnayée ???,,,new,,,no,
espingole,,,new,,,no,
esponton,,,new,,,no,
esprit,5,,ambiguous,[Esprit],[Esprit],no,
esprit ; d'absinthe,5,,existing,,,yes,
esprit ; de bergamote,5,,existing,,,yes,
esprit ; de cèdre,5,,existing,,,yes,
esprit ; de citron,5,,existing,,,yes,
esprit ; de coclearia,5,,existing,,,yes,
esprit ; de corne de cerf,5,,existing,,,yes,
esprit ; de coton,5,,existing,,,yes,
esprit ; de fil,5,,existing,,,yes,
esprit ; de fleur d'orange,5,,existing,,,yes,
esprit ; de lavande,5,,existing,,,yes,
esprit ; de myrrhe,5,,existing,,,yes,
esprit ; de nitre,5,,existing,,,yes,
esprit ; de romarin,5,,existing,,,yes,
esprit ; de sel,5,,existing,,,yes,
esprit ; de sel ; d'amoniac,5,,existing,,,yes,
esprit ; de souffre,5,,existing,,,yes,
esprit ; de vin,5,,existing,,,yes,
esprit ; de vitriol,5,,existing,,,yes,
esprit d'absinthe,5,,ambiguous,,[Esprit ; d'absinthe],no,
esprit de bergamote,5,,ambiguous,,[Esprit de bergamote] [Esprit de bergamottes] [Esprit ; de bergamote] [Esprit ; de bergamotte] [Esprit ; de bergamottes] [Esprits ; de bergemottes] [esprit de bergamotte],no,
esprit de cèdre,5,,ambiguous,,[Esprit ; de cedra],no,
esprit de citron,5,,ambiguous,,[Esprit ; de citron] [Esprit ; de citrons] [Esprit de citron] [Esprits ; de citrons],no,
esprit de coclearia,5,,ambiguous,,[Esprit ; de Coclearia] [Esprit de Coclaria] [Esprit de Coclearia] [Esprit de coclearia] [Esprit de Copularia],no,
esprit de corne de cerf,5,,ambiguous,,[Esprit ; de corne de cerf] [Esprit ; de cornes de cerf],no,
esprit de coton,5,,ambiguous,,[Esprit ; de coton],no,
esprit de fil,5,,ambiguous,,[Esprit ; de fil],no,
esprit de fleur d'orange,5,,ambiguous,,[Esprit ; de fl. D'orange] [Esprit ; de fleur d'orange],no,
esprit de lavande,5,,ambiguous,,[Esprit ; de lavande],no,
esprit de limon,,,new,,,no,
esprit de myrrhe,5,,ambiguous,,[Esprit ; de miroly] [Esprit ; de mirrhe],no,
esprit de nitre,5,,ambiguous,,[Esprit ; de Nilre] [Esprit ; de nitre] [Esprit de Nitre] [Esprit de nitre] [Esprit; de nittre],no,
esprit de romarin,5,,ambiguous,,[Esprit ; de romarin],no,
esprit de sel,5,,ambiguous,,[Esprit ; de sel] [Drogues ; chimiques et métalliques ; esprit ; de sel] [Drogues ; Chimiques ; Esprit de sel] [Esprit de sel],no,
esprit de sel ammoniac,5,,ambiguous,,[Esprit ; de sel armoniac] [Esprit;de sel;armoniac],no,
esprit de sel marin,5,,ambiguous,,[Esprits ; de sel marin],no,
esprit de soufre,5,,ambiguous,,[Esprit de Souffre] [Esprit de souffre] [Esprit ; de souffre],no,
esprit de vin,5,,ambiguous,,[Esprit ; de vin] [Esprit de Vin] [Esprit de vin] [Esprit-de-vin] [esprit ; de vin] [esprit de vin] [Drogues ; Chimiques ; Esprit de vice] [///Industrie générale///Esprit de vin] [///Industrie Générale///Esprit de vin],no,
esprit de vitriol,5,,ambiguous,,[Esprit ; de Vitriol] [Esprit ; de vitriol] [Esprit de Vitriol] [Esprit de vitriol] [esprit de Vitriol] [esprit de vitriol],no,
esprots,,,new,,,no,
esprots fumé,,,existing,,,no,
espuirie,,,new,,,no,
esquine,2,,ambiguous,[Espuirie] [Esquine] [esquine] [esquinne] [squine],[Esquine] [esquine] [esquinne],no,
essence,5,,ambiguous,[Essence] [Essences] [essence] [Essence ; diverse] [Essence ; diverses] [Essences ; diverses] [Essences diverses],[Essence] [Essences] [essence] [Essence ; diverse] [Essence ; diverses] [Essences ; diverses] [Essences diverses] [Essence; Diverse],no,
essence ; au bruit ; aromatique,5,,existing,,,yes,
essence ; de bergamote,5,,existing,,,yes,
essence ; de cannelle,5,,existing,,,yes,
essence ; de citron,5,,existing,,,yes,
essence ; de girofle,5,,existing,,,yes,
essence ; de jasmin,5,,existing,,,yes,
essence ; de paruce,5,,existing,,,yes,
essence ; de thym,5,,existing,,,yes,
essence au bruit aromatique,5,,ambiguous,,[Essence ; au bruit ; aromathique],no,
essence d'anis,,,new,,,no,
essence de bergamote,5,,ambiguous,,[Essence ; de Bergamotte] [Essence ; de bergamotte] [Essence de bergamote],no,
essence de cannelle,5,,ambiguous,,[Essence ; de canelle] [Essence de canelle],no,
essence de cendre de bois,,,new,,,no,
essence de citron,5,,ambiguous,,[Essence ; de citron] [Essence de citron] [essence de citron] [essence de citrons] [Essence; De citron] [Essence de citrons],no,
essence de girofle,5,,ambiguous,,[Essence ; de geroffle],no,
